IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,,,,,,,.,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,SSD,South Sudan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,,,,,,,.,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,DZA,Algeria,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,TCD,Chad,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,COM,Comoros,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,GMB,Gambia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,MLI,Mali,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,MRT,Mauritania,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,NER,Niger,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0,,,,,,0,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,WPR,Western Pacific,Country,CHN,China,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.1,,,,,,0.1,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,COG,Congo,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EUR,Europe,Country,GEO,Georgia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,MRT,Mauritania,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,NGA,Nigeria,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EUR,Europe,Country,ESP,Spain,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.2,,,,,,0.2,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,MWI,Malawi,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,MRT,Mauritania,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.3,,,,,,0.3,,,EN,2018-08-30T05:00:00.000Z
