IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,COM,Comoros,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,1.9,,,,,,1.9,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,1.9,,,,,,1.9,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,10.8,,,,,,10.8,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,11.7,,,,,,11.7,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,12.7,,,,,,12.7,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,NER,Niger,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13,,,,,,13,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.2,,,,,,13.2,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,MUS,Mauritius,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.3,,,,,,13.3,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.3,,,,,,13.3,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,UKR,Ukraine,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.3,,,,,,13.3,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.5,,,,,,13.5,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,ISR,Israel,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.7,,,,,,13.7,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,MLI,Mali,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.8,,,,,,13.8,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.8,,,,,,13.8,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.9,,,,,,13.9,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,14.2,,,,,,14.2,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,TCD,Chad,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,14.3,,,,,,14.3,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,14.4,,,,,,14.4,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,CHL,Chile,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,14.7,,,,,,14.7,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,GTM,Guatemala,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,14.9,,,,,,14.9,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,ARG,Argentina,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,15.2,,,,,,15.2,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,ITA,Italy,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,15.2,,,,,,15.2,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,GHA,Ghana,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,15.4,,,,,,15.4,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,CAN,Canada,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,15.5,,,,,,15.5,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,15.5,,,,,,15.5,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,15.6,,,,,,15.6,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,URY,Uruguay,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,15.6,,,,,,15.6,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,TGO,Togo,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,15.7,,,,,,15.7,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,BEN,Benin,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,15.8,,,,,,15.8,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,16,,,,,,16,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,16.3,,,,,,16.3,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,HND,Honduras,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,16.3,,,,,,16.3,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,MLT,Malta,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,16.5,,,,,,16.5,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,16.5,,,,,,16.5,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,16.6,,,,,,16.6,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,GMB,Gambia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,16.8,,,,,,16.8,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,16.9,,,,,,16.9,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,17.2,,,,,,17.2,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,17.4,,,,,,17.4,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,17.5,,,,,,17.5,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,BLR,Belarus,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,17.7,,,,,,17.7,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,17.7,,,,,,17.7,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,17.7,,,,,,17.7,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,17.8,,,,,,17.8,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,17.9,,,,,,17.9,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,17.9,,,,,,17.9,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,GRC,Greece,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,18,,,,,,18,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,18.1,,,,,,18.1,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2016,true,Sex,Female,FMLE,,,,,,,,,,18.2,,,,,,18.2,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,USA,United States of America,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,18.3,,,,,,18.3,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,18.5,,,,,,18.5,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,COL,Colombia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,18.6,,,,,,18.6,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,18.7,,,,,,18.7,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,ESP,Spain,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,18.8,,,,,,18.8,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,18.9,,,,,,18.9,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,19.1,,,,,,19.1,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,19.2,,,,,,19.2,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,19.2,,,,,,19.2,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,DZA,Algeria,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,19.3,,,,,,19.3,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,19.3,,,,,,19.3,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,19.4,,,,,,19.4,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,NLD,Netherlands,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,19.7,,,,,,19.7,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,19.8,,,,,,19.8,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,19.9,,,,,,19.9,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,2,,,,,,2,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,2,,,,,,2,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,2.1,,,,,,2.1,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,2.3,,,,,,2.3,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,Sex,Male,MLE,,,,,,,,,,2.3,,,,,,2.3,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2016,true,Sex,Male,MLE,,,,,,,,,,2.3,,,,,,2.3,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016,true,Sex,Male,MLE,,,,,,,,,,2.5,,,,,,2.5,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,2.9,,,,,,2.9,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,EUR,Europe,Country,SWE,Sweden,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,20,,,,,,20,,,EN,2020-07-23T05:00:00.000Z
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,20.1,,,,,,20.1,,,EN,2020-07-23T05:00:00.000Z
